Tarih;Sensor Adi;Sensor No;X Koordinati;Y Koordinati;ARAC TOPLAM
01.02.2022;D100 15 Temmuz Şehitler Köprüsü Avrupa Girişi;60;29.024857;41.054074;174533
01.02.2022;Ümraniye Elmalı;61;29.111094;41.066098;161618
01.02.2022;D100 Kozyatağı;66;29.101450;40.970334;135328
01.02.2022;D100 Uzunçayır;69;29.061379;40.997181;127549
01.02.2022;"D100 Gülsuyu ";70;29.152522;40.924870;81324
01.02.2022;Kavacık;72;29.083395;41.091913;204359
01.02.2022;TEM Çakmak Köprüsü;73;29.121079;41.023801;207111
01.02.2022;D100 Maltepe;75;29.140497;40.934839;152291
01.02.2022;D100 Pendik;77;29.237210;40.889364;139167
01.02.2022;D100-Altunizade;80;29.045220;41.031445;142893
01.02.2022;Ümraniye;82;29.120264;41.052005;172237
01.02.2022;TEM Çakmak Köprüsü;83;29.120768;41.017684;197136
01.02.2022;D100 Hurriyet Tepesi;85;28.986117;41.066795;84611
01.02.2022;D100 Okmeydanı;86;28.958552;41.055276;100541
01.02.2022;B. Expres İs Bankası Karsısı;87;28.811005;41.032058;151120
01.02.2022;FSM Avrupa Girişi;90;29.047444;41.090744;208540
01.02.2022;FSM Anadolu Girişi;92;29.078949;41.092382;203643
01.02.2022;Kavacık Hisar Evleri;93;29.094684;41.082827;202085
01.02.2022;Ümraniye Kavşağı;95;29.121094;41.028942;162965
01.02.2022;TEM Ataşehir;97;29.136767;40.997117;179915
01.02.2022;Çamlıca Gişeler;98;29.166806;40.993660;157527
01.02.2022;Çamlıca Gişeler;99;29.180890;40.990655;158720
01.02.2022;TEM Kartal;100;29.189107;40.989811;117932
01.02.2022;D100 Acıbadem;104;29.044757;41.001772;103537
01.02.2022;D100 Küçükyalı;107;29.118563;40.952052;125578
01.02.2022;D100 Kartal Oto Sanayi;110;29.194666;40.911278;102476
01.02.2022;D100 Güzelyalı;113;29.278414;40.861352;122249
01.02.2022;Kadıköy Hasanpaşa;115;29.050968;40.995493;86616
01.02.2022;Küçükyalı Sahil Yolu;119;29.101353;40.947741;45383
01.02.2022;Kartal Sahil Yolu;121;29.167966;40.894727;42575
01.02.2022;Üsküdar Sahil Yolu;124;29.034033;41.039438;13532
01.02.2022;Altunizade Ümraniye Katılımı;127;" 29.04951";41.023083;30838
01.02.2022;Libadiye;128;29.069997;41.019906;82731
01.02.2022;Ümraniye Otopazarı;129;29.096571;41.031040;72959
01.02.2022;Ümraniye Küçüksu;130;29.111478;41.029571;149379
01.02.2022;Şile Yolu;131;29.131909;41.029330;94879
01.02.2022;Kartal Gişeler Çıkışı;133;29.211463;40.976082;69971
01.02.2022;Yakacık Bağl. Yolu;135;29.212724;40.918948;75483
01.02.2022;Soğanlık Bağl. Yolu;136;29.213230;40.908326;83601
01.02.2022;Pendik Bağl. Yolu;137;29.325738;40.925830;39386
01.02.2022;TEM Firuzköy;142;28.720065;41.054702;128064
01.02.2022;M.Bey Gişeler;144;28.786671;41.063435;153520
01.02.2022;TEM Tekstilkent İstanbul Yönü;146;28.857442;41.066960;146496
01.02.2022;TEM Hasdal 1;149;28.971070;41.100005;123550
01.02.2022;TEM Hasdal 2;150;28.965636;41.099614;105751
01.02.2022;TEM Harp Akademileri;152;29.006446;41.100045;140523
01.02.2022;Beylikdüzü;156;28.638692;41.016302;122179
01.02.2022;Haramidere;157;28.669280;41.006358;135459
01.02.2022;D100 Sefaköy;162;28.807908;41.000700;109377
01.02.2022;Yenibosna;165;28.833543;40.992732;91040
01.02.2022;Bakırköy;168;28.869113;40.996824;118906
01.02.2022;Merter;169;28.887355;41.002503;102624
01.02.2022;Tozkoparan;172;28.90474;41.01233;114807
01.02.2022;Cevizlibağ;173;28.916426;41.019591;105511
01.02.2022;D100 Topkapı Haliç Yönü;176;28.923455;41.027148;120804
01.02.2022;Havuzlu Kavşak;177;28.831499;40.963781;62909
01.02.2022;Ataköy;179;28.865933;40.976046;90521
01.02.2022;Bakırköy Sahil;181;28.876928;40.974686;100097
01.02.2022;Zeytinburnu Sahil;182;28.909626;40.985177;88489
01.02.2022;Yedikule Sahil;183;28.919461;40.988399;127397
01.02.2022;Samatya Sahil;185;28.932372;40.998139;89490
01.02.2022;Kumkapı Sahil;188;28.977573;41.002195;26793
01.02.2022;Atatürk Köprüsü;192;28.967373;41.025075;87498
01.02.2022;TEM-D100 Hadımköy Bağlantı;199;28.622577;41.074494;41731
01.02.2022;D100-TEM Esenyurt Bağlantı;200;28.681475;41.023220;130188
01.02.2022;TEM-D100 Esenyurt Bağlantı;201;28.689368;41.039518;105546
01.02.2022;D100 Sahil Florya Bağlantı;202;28.799448;40.986205;33405
01.02.2022;Sahil-D100 Florya Bağlantı;203;28.804604;40.971132;45667
01.02.2022;Tepebaşı;211;28.975025;41.035470;48153
01.02.2022;Piyalepaşa;214;28.967316;41.043660;109245
01.02.2022;Piyalepaşa;216;28.968121;41.049582;76902
01.02.2022;Memorial Hast.;218;28.977706;41.065031;49214
01.02.2022;Vatan Cad.;220;28.930855;41.023201;119404
01.02.2022;Yıldırım Mah. Girişi;227;28.881736;41.066964;119581
01.02.2022;Alibeyköy TEM Katılımı;237;28.958296;41.072211;17284
01.02.2022;Cendere Yolu Kültür Merkezi;239;28.971237;41.077874;38425
01.02.2022;Dolmabahçe Sahil;242;28.994606;41.036379;29254
01.02.2022;Mimar Sinan Üniversitesi Önü;243;28.988520;41.029917;25642
01.02.2022;Piyalepaşa;247;28.971494;41.056806;51708
01.02.2022;Terazidere Metro;250;28.898519;41.029425;81863
01.02.2022;Akom Önü;253;28.961073;41.090599;119099
01.02.2022;"Sanayi Mah. Büyükdere Cd. ";254;29.005410;41.090627;75383
01.02.2022;4.Levent;256;29.010828;41.081359;31445
01.02.2022;"Büyükdere 1.Levent ";258;29.015483;41.073533;91430
01.02.2022;Zincirlikuyu;259;29.013387;41.067293;71999
01.02.2022;Yıldız;260;29.008883;41.053496;42431
01.02.2022;Conrad Oteli;263;29.008125;41.047781;39374
01.02.2022;Maslak İTÜ Önü;264;29.019121;41.108195;43708
01.02.2022;Maslak Atatürk Oto Sanayi;265;29.024749;41.115626;76754
01.02.2022;Boğaziçi İmar Müdürlüğü;266;29.025112;41.136140;53124
01.02.2022;TEM Levent;268;29.021896;41.094442;141945
01.02.2022;Galata Köprüsü;270;" 28.97338";41.020734;8500
01.02.2022;Yeşilyurt;272;28.841087;40.969757;76932
01.02.2022;TEM Sultanbeyli;275;29.272807;40.966185;125136
01.02.2022;B. Ekspres Yolu;277;28.812804;41.008737;111354
01.02.2022;Göksu Evleri;279;29.088828;41.089108;38438
01.02.2022;Molla Gürani Viyadüğü;280;29.103874;41.072949;188494
01.02.2022;D100 Edirnekapı;288;28.932378;41.034829;94460
01.02.2022;D100 Türk Böbrek Vakfı Önü;290;28.877695;40.999537;110862
01.02.2022;Atışalanı;293;28.873104;41.049943;136611
01.02.2022;D100 Zincirlikuyu;301;29.011693;41.066856;89138
01.02.2022;D100 Zincirlikuyu;302;29.014473;41.064736;110251
01.02.2022;15 Temmuz Şehitler Köprüsü Yıldız Katılımı;303;29.018432;41.057702;125868
01.02.2022;D100 Haliç Köprü Çıkışı;304;28.937181;41.038693;115866
01.02.2022;D100 Mecidiyeköy B. Köprü Katılımı;305;29.005424;41.066793;127688
01.02.2022;D100 Unalan;309;29.059493;41.003622;77562
01.02.2022;D100 Küçük Çamlıca;310;29.061857;41.009566;85350
01.02.2022;D100 Acıbadem Köprüsü;311;29.056191;41.015509;128073
01.02.2022;D100 Altunizade;312;29.048967;41.021436;36470
01.02.2022;15 Temmuz Şehitler Köprüsü Anadolu;314;29.043900;41.035517;145793
01.02.2022;TEM Küçükbakkalköy Kozyatağı Yönü;320;29.111098;40.990651;163037
01.02.2022;TEM Küçükbakkalköy Kavacık Yönü;321;29.114865;40.994200;138095
01.02.2022;TEM Ataşehir;322;29.119816;41.000785;120234
01.02.2022;TEM Çakmak;323;29.121905;41.013578;206636
