Tarih;Sensor Adi;Sensor No;X Koordinati;Y Koordinati;ARAC TOPLAM
06.03.2023;Ümraniye Küçüksu;130;29.111478;41.029571;158769
06.03.2023;Şile Yolu;131;29.131909;41.029330;97060
06.03.2023;Kartal Gişeler Çıkışı;133;29.211463;40.976082;71512
06.03.2023;Yakacık Bağl. Yolu;135;29.212724;40.918948;81794
06.03.2023;Soğanlık Bağl. Yolu;136;29.213230;40.908326;90175
06.03.2023;Pendik Bağl. Yolu;137;29.325738;40.925830;45554
06.03.2023;TEM Firuzköy;142;28.720065;41.054702;142467
06.03.2023;M.Bey Gişeler;144;28.786671;41.063435;163264
06.03.2023;TEM Tekstilkent İstanbul Yönü;146;28.857442;41.066960;152114
06.03.2023;TEM Hasdal 2;150;28.965636;41.099614;122375
06.03.2023;TEM Harp Akademileri;152;29.006446;41.100045;152338
06.03.2023;Beylikdüzü;156;28.638692;41.016302;121845
06.03.2023;D100 Sefaköy;162;28.807908;41.000700;105533
06.03.2023;Yenibosna;165;28.833543;40.992732;98609
06.03.2023;Bakırköy;168;28.869113;40.996824;133178
06.03.2023;Merter;169;28.887355;41.002503;115380
06.03.2023;Tozkoparan;172;28.90474;41.01233;126243
06.03.2023;Cevizlibağ;173;28.916426;41.019591;136805
06.03.2023;Havuzlu Kavşak;177;28.831499;40.963781;66284
06.03.2023;Ataköy;179;28.865933;40.976046;90794
06.03.2023;Yedikule Sahil;183;28.919461;40.988399;98963
06.03.2023;Samatya Sahil;185;28.932372;40.998139;90150
06.03.2023;Kumkapı Sahil;188;28.977573;41.002195;24239
06.03.2023;Atatürk Köprüsü;192;28.967373;41.025075;87487
06.03.2023;TEM-D100 Hadımköy Bağlantı;199;28.622577;41.074494;43831
06.03.2023;D100-TEM Esenyurt Bağlantı;200;28.681475;41.023220;143281
06.03.2023;TEM-D100 Esenyurt Bağlantı;201;28.689368;41.039518;117542
06.03.2023;D100 Sahil Florya Bağlantı;202;28.799448;40.986205;32017
06.03.2023;Sahil-D100 Florya Bağlantı;203;28.804604;40.971132;45289
06.03.2023;Tepebaşı;211;28.975025;41.035470;45345
06.03.2023;Piyalepaşa;214;28.967316;41.043660;109102
06.03.2023;Piyalepaşa;216;28.968121;41.049582;76602
06.03.2023;Memorial Hast.;218;28.977706;41.065031;45961
06.03.2023;Vatan Cad.;220;28.930855;41.023201;117731
06.03.2023;Anıtmezar;222;28.922306;41.029830;67423
06.03.2023;Bayrampaşa Hali Önü;226;28.885556;41.050833;140113
06.03.2023;Yıldırım Mah. Girişi;227;28.881736;41.066964;120907
06.03.2023;Alibeyköy TEM Katılımı;237;28.958296;41.072211;16890
06.03.2023;Cendere Yolu Kültür Merkezi;239;28.971237;41.077874;38449
06.03.2023;Dolmabahçe Sahil;242;28.994606;41.036379;33924
06.03.2023;Mimar Sinan Üniversitesi Önü;243;28.988520;41.029917;28574
06.03.2023;Piyalepaşa;247;28.971494;41.056806;49435
06.03.2023;Terazidere Metro;250;28.898519;41.029425;81433
06.03.2023;Akom Önü;253;28.961073;41.090599;126820
06.03.2023;4.Levent;256;29.010828;41.081359;30619
06.03.2023;"Büyükdere 1.Levent ";258;29.015483;41.073533;103221
06.03.2023;Zincirlikuyu;259;29.013387;41.067293;73989
06.03.2023;Yıldız;260;29.008883;41.053496;42645
06.03.2023;Conrad Oteli;263;29.008125;41.047781;48821
06.03.2023;Maslak Atatürk Oto Sanayi;265;29.024749;41.115626;77640
06.03.2023;TEM Levent;268;29.021896;41.094442;148636
06.03.2023;Yeşilyurt;272;28.841087;40.969757;79313
06.03.2023;TEM Sultanbeyli;275;29.272807;40.966185;132724
06.03.2023;B. Ekspres Yolu;277;28.812804;41.008737;117545
06.03.2023;Göksu Evleri;279;29.088828;41.089108;38292
06.03.2023;Molla Gürani Viyadüğü;280;29.103874;41.072949;215018
06.03.2023;D100 Edirnekapı;288;28.932378;41.034829;105197
06.03.2023;D100 Türk Böbrek Vakfı Önü;290;28.877695;40.999537;117066
06.03.2023;Atışalanı;293;28.873104;41.049943;127137
06.03.2023;D100 Zincirlikuyu;301;29.011693;41.066856;98818
06.03.2023;D100 Zincirlikuyu;302;29.014473;41.064736;111728
06.03.2023;15 Temmuz Şehitler Köprüsü Yıldız Katılımı;303;29.018432;41.057702;129638
06.03.2023;D100 Haliç Köprü Çıkışı;304;28.937181;41.038693;117321
06.03.2023;D100 Mecidiyeköy B. Köprü Katılımı;305;29.005424;41.066793;124569
06.03.2023;D100 Unalan;309;29.059493;41.003622;80090
06.03.2023;D100 Acıbadem Köprüsü;311;29.056191;41.015509;138477
06.03.2023;D100 Altunizade;312;29.048967;41.021436;40617
06.03.2023;TEM Küçükbakkalköy Kozyatağı Yönü;320;29.111098;40.990651;166543
06.03.2023;TEM Küçükbakkalköy Kavacık Yönü;321;29.114865;40.994200;143445
06.03.2023;TEM Ataşehir;322;29.119816;41.000785;115132
06.03.2023;TEM Çakmak;323;29.121905;41.013578;206687
06.03.2023;TEM Ümraniye;324;29.121018;41.033553;138233
06.03.2023;TEM Çavuşbaşı;326;29.121506;41.040849;151800
06.03.2023;TEM Çavuşbaşı Tır Parkı;327;29.121475;41.047701;166428
06.03.2023;TEM Elmalı;328;29.118256;41.058032;189051
06.03.2023;TEM Kavacık;329;29.097796;41.078853;219915
06.03.2023;D100 Göztepe;330;29.074916;40.992050;137530
06.03.2023;"D100 Avrasya Tünel Çıkışı ";331;29.034723;41.003772;80239
06.03.2023;D100 Zümrüt Evler;334;29.142989;40.932237;175188
06.03.2023;D100 Gülsuyu;335;29.170057;40.919189;143180
06.03.2023;D100 Başıbüyük;336;29.129551;40.943761;135700
06.03.2023;D100 Çobançeşme;338;28.820708;40.993412;90579
06.03.2023;D100 Cennet Mah.;339;28.780198;40.985526;107794
06.03.2023;D100 Avcılar Hacı şerif;340;28.734461;40.978766;129183
06.03.2023;TEM Kurtköy;346;29.317984;40.943085;165626
06.03.2023;Sabiha Gökçen Bağlantı yolu;347;29.293064;40.873392;67849
06.03.2023;Dragos Sahil;349;29.141675;40.904403;44160
06.03.2023;Nurtepe;353;28.956674;41.070206;98109
06.03.2023;TEM Halkalı;355;28.762591;41.062226;165738
06.03.2023;TEM Bahçeşehir;356;28.694422;41.058781;144476
06.03.2023;TEM Esenyurt Çıkışı;357;28.643599;41.078669;80325
06.03.2023;TEM Büyükçekmece;358;28.611798;41.100459;57219
06.03.2023;TEM Büyükçekmece-2;359;28.583972;41.105243;53111
06.03.2023;TEM Esenyurt;360;28.670908;41.053857;79400
06.03.2023;TEM Altınşehir;361;28.738213;41.061088;169960
06.03.2023;TEM Bayrampaşa;362;28.871941;41.077665;114253
06.03.2023;"Havaalanı İski Önü ";367;28.839197;40.976609;40685
06.03.2023;Samatya 1;372;28.939568;41.002437;84510
06.03.2023;"Avcılar Çıkış D100 Karayolu ";376;28.751027;40.979811;134473
06.03.2023;O-3 Bayrampaşa;377;28.899457;41.042346;187874
06.03.2023;TEM Halkalı;380;28.777588;41.062440;162444
06.03.2023;TEM Olimpiyat Stadı;381;28.753570;41.061165;165523
06.03.2023;TEM Altınşehir;382;28.729440;41.056435;161542
06.03.2023;TEM Büyükçekmece 1;384;28.623791;41.096118;56833
06.03.2023;TEM Selimpaşa;394;28.392688;41.067645;53744
06.03.2023;TEM Tepekent;395;28.506775;41.070053;49601
06.03.2023;TEM İstoç;396;28.830473;41.064168;152918
06.03.2023;D100 Metroport;402;28.861256;40.994810;108154
06.03.2023;D100 Sefaköy;403;28.796893;40.997974;97023
06.03.2023;"Kuyumcukent Basın Ekspres yolu ";405;28.819257;40.998556;129082
06.03.2023;Güneşli 1 Basın Ekspres yolu;406;28.810349;41.039453;155953
06.03.2023;"Güneşli 2 Basın Ekspres yolu ";408;28.811125;41.024099;158973
06.03.2023;TEM Milliyet Önü;409;28.844574;41.061240;112499
06.03.2023;TEM Milliyet 2 (Yaşar Ticaret Karşısı);410;28.851034;41.064636;155001
06.03.2023;TEM Tekstilkent;411;28.866209;41.071516;120215
06.03.2023;TEM Gaziosmanpaşa;412;28.885291;41.088978;149133
06.03.2023;TEM Gaziosmanpaşa Toki Konutları;413;28.905424;41.090657;173620
06.03.2023;TEM FSM Gişe Sahası Öncesi;417;29.033579;41.091569;99837
06.03.2023;Mustafa Kemal Mahallesi;422;29.092995;41.009104;86301
06.03.2023;Esatpaşa Mahallesi;423;29.083225;41.009081;79468
06.03.2023;"Dudullu Kavşağı ";427;29.154430;40.995045;98763
06.03.2023;TEM Kartal Kavşağı;431;29.207741;40.982243;133871
06.03.2023;TEM Samandıra 1;432;29.217556;40.980266;142484
06.03.2023;TEM Samandıra 2;433;29.235885;40.975491;141508
06.03.2023;TEM Sultanbeyli 1;434;29.284354;40.959521;141746
06.03.2023;TEM Orhanlı;438;29.363427;40.905120;118078
06.03.2023;TEM Sultanbeyli 2;440;29.259225;40.971843;123029
06.03.2023;TEM Samandıra 3;441;29.246350;40.975685;128950
06.03.2023;TEM Kavacık Kavşağı;442;29.092175;41.088696;150340
06.03.2023;Kemerburgaz Yolu 1;444;28.954204;41.104704;58482
06.03.2023;Kemerburgaz Yolu 2;445;28.946537;41.120835;101977
06.03.2023;D100 Tüyap;447;28.622162;41.024246;95197
06.03.2023;D100 Selimpaşa;456;28.383848;41.052097;34531
06.03.2023;Mimarsinan;458;28.554735;41.015986;83813
06.03.2023;Levent 1;464;29.013623;41.077812;91311
06.03.2023;Sanayi Mahallesi;467;29.006462;41.096615;62431
06.03.2023;Harp Akademisi;468;29.011750;41.104341;132082
06.03.2023;Yeşilvadi Konutları;475;29.126178;41.027522;156529
06.03.2023;Nevzat Demir Tesisleri (BJK);477;29.139753;41.034206;135826
06.03.2023;Altunizade;480;29.046122;41.027428;117331
06.03.2023;D100 Pendik Tersane 2;488;29.272318;40.867360;59544
06.03.2023;D100 Tuzla Piyade;490;29.327159;40.834560;72549
06.03.2023;Tuzla Şifa Mahallesi;491;29.3547;40.8226;83626
06.03.2023;D100 Soğanlık;495;29.180311;40.916471;110282
06.03.2023;D100 Maltepe;497;29.134042;40.940013;162882
06.03.2023;D100 Kozyatağı;499;29.096558;40.978886;150623
06.03.2023;Onuncu Yıl Caddesi;503;28.921770;41.011618;35431
06.03.2023;Ataköy Sinan Erdem Spor Salonu;509;28.851969;40.988298;62880
06.03.2023;Havaalanı Florya;518;28.802777;40.980153;44343
06.03.2023;Başakşehir Giriş;519;28.810309;41.066114;79620
06.03.2023;Esenyurt Gişeler;525;28.690154;41.046019;75124
06.03.2023;O-3 Milliyet Önü;527;28.843996;41.059604;82989
06.03.2023;Çağlayan SSK;529;28.970788;41.065462;155564
06.03.2023;TEM Ataşehir Şerifali;532;29.132121;40.996916;183673
06.03.2023;Mecidiyeköy;533;28.990867;41.067179;104191
06.03.2023;Çağlayan Kavşağı;534;28.976058;41.067733;95643
06.03.2023;Riva Yolu 2;547;29.109020;41.107772;47252
06.03.2023;Kemerdere Kavşağı;551;29.180752;41.020089;123700
06.03.2023;Çekmeköy;552;29.154286;41.036889;98874
06.03.2023;Kozyatağı Metro;553;29.094085;40.982495;74094
06.03.2023;Kartal Fenerbahçe Tesisleri;557;29.216866;40.947152;70512
06.03.2023;D100 Kartal Kavşağı;558;29.211720;40.905516;106586
06.03.2023;TEM Hasdal Kavşağı;559;28.957379;41.099368;156210
06.03.2023;D100 Küçükçekmece Gölü 1;561;28.758393;40.982394;157970
06.03.2023;Başakşehir;731;28.8133;41.0832;69957
06.03.2023;Başakşehir 4. Etap 2. Kısım;732;28.8136;41.0951;76457
06.03.2023;Başakşehir 4. Etap 1. Kısım;733;28.8154;41.1092;55928
06.03.2023;Fatih Terim Stadyumu;734;28.8124;41.1232;49935
06.03.2023;Fenertepe Kavşağı;735;28.805352;41.139152;41689
06.03.2023;Boğazköy;737;28.8132;41.1777;47521
06.03.2023;Odayeri;744;28.8505;41.2303;17232
06.03.2023;Çiftalan;752;28.918400;41.234400;38372
06.03.2023;Gümüşdere;755;28.9831;41.2262;41208
06.03.2023;YSS Avrupa;761;29.0922;41.2123;22700
06.03.2023;Yavuz Sultan Selim Köprüsü Anadolu;764;29.123974;41.197849;40526
06.03.2023;Poyrazköy;765;29.140881;41.197570;43772
06.03.2023;Riva Tır Parkı;770;29.214179;41.187570;44838
06.03.2023;Değirmendere;771;29.235945;41.179689;47371
06.03.2023;Avcılar Pelikan;789;28.714688;40.989787;117878
06.03.2023;Göktürk Kavşağı;816;28.878916;41.176403;52563
06.03.2023;Göktürk Gölet;817;28.867974;41.195935;60452
06.03.2023;İstaç Katı Atık Tesisi;818;28.856191;41.203025;58243
06.03.2023;İhsaniye Kavşağı;819;28.817870;41.233395;54283
06.03.2023;Viyadük 1;820;28.773645;41.245286;12554
06.03.2023;İstanbul Havalimanı Çıkış;821;28.737081;41.246301;15232
06.03.2023;Galata Köprüsü 2;826;28.973862;41.020572;6270
06.03.2023;Haliç Sütlüce D-100 Katılım;828;28.947187;41.049057;19048
06.04.2023;TEM Karanfilköy;2;29.028617;41.092425;97866
06.04.2023;TEM Çakmak;4;29.122002;41.007104;209241
06.04.2023;TEM Küçükbakkalköy;5;29.106018;40.985743;162616
06.04.2023;Optimum AVM;6;29.084167;40.988017;142815
06.04.2023;D100 Göztepe;8;29.079106;40.990121;107658
06.04.2023;Çamlıca TEM-D100 Bağl. Yolu;10;29.072406;41.005797;91699
06.04.2023;TEM İstoç;22;28.821302;41.063408;202736
06.04.2023;D100 Florya;24;28.792770;40.989967;130777
06.04.2023;D100 Yıldız Katılımı;25;29.011504;41.054534;47755
06.04.2023;Güneşli B. Ekspres Yolu;38;28.807770;41.048592;124543
06.04.2023;D100 Ambarlı;41;28.690915;40.999795;121223
06.04.2023;Atışalanı;45;28.8551;41.0551;165773
06.04.2023;Bayrampaşa;54;28.908399;41.040315;207378
06.04.2023;D100 15 Temmuz Şehitler Köprüsü Avrupa Girişi;60;29.024857;41.054074;192992
06.04.2023;D100 Kozyatağı;66;29.101450;40.970334;149164
06.04.2023;D100 Uzunçayır;69;29.061379;40.997181;133924
06.04.2023;"D100 Gülsuyu ";70;29.152522;40.924870;82732
06.04.2023;Kavacık;72;29.083395;41.091913;215284
06.04.2023;TEM Çakmak Köprüsü;73;29.121079;41.023801;216729
06.04.2023;D100 Maltepe;75;29.140497;40.934839;160719
06.04.2023;D100 Pendik;77;29.237210;40.889364;139205
06.04.2023;D100-Altunizade;80;29.045220;41.031445;167897
06.04.2023;Ümraniye;82;29.120264;41.052005;165929
06.04.2023;TEM Çakmak Köprüsü;83;29.120768;41.017684;210164
06.04.2023;D100 Hurriyet Tepesi;85;28.986117;41.066795;85004
06.04.2023;D100 Okmeydanı;86;28.958552;41.055276;103485
06.04.2023;B. Expres İs Bankası Karsısı;87;28.811005;41.032058;166730
06.04.2023;FSM Avrupa Girişi;90;29.047444;41.090744;215412
06.04.2023;FSM Anadolu Girişi;92;29.078949;41.092382;213054
06.04.2023;Kavacık Hisar Evleri;93;29.094684;41.082827;210472
06.04.2023;Ümraniye Kavşağı;95;29.121094;41.028942;167890
06.04.2023;TEM Ataşehir;97;29.136767;40.997117;185588
06.04.2023;Çamlıca Gişeler;98;29.166806;40.993660;166589
06.04.2023;Çamlıca Gişeler;99;29.180890;40.990655;166034
06.04.2023;TEM Kartal;100;29.189107;40.989811;122494
06.04.2023;D100 Acıbadem;104;29.044757;41.001772;120193
06.04.2023;D100 Küçükyalı;107;29.118563;40.952052;151623
06.04.2023;D100 Kartal Oto Sanayi;110;29.194666;40.911278;105581
06.04.2023;D100 Güzelyalı;113;29.278414;40.861352;124576
06.04.2023;Kadıköy Hasanpaşa;115;29.050968;40.995493;85941
06.04.2023;Şükrü Saraçoğlu Stadı;116;29.038589;40.989457;52162
06.04.2023;Küçükyalı Sahil Yolu;119;29.101353;40.947741;35459
06.04.2023;Kartal Sahil Yolu;121;29.167966;40.894727;46315
06.04.2023;Üsküdar Sahil Yolu;124;29.034033;41.039438;13616
06.04.2023;Libadiye;128;29.069997;41.019906;82724
06.04.2023;Ümraniye Otopazarı;129;29.096571;41.031040;76220
06.04.2023;Ümraniye Küçüksu;130;29.111478;41.029571;160454
06.04.2023;Şile Yolu;131;29.131909;41.029330;96381
06.04.2023;Kartal Gişeler Çıkışı;133;29.211463;40.976082;76322
06.04.2023;Yakacık Bağl. Yolu;135;29.212724;40.918948;83856
06.04.2023;Soğanlık Bağl. Yolu;136;29.213230;40.908326;93736
06.04.2023;Pendik Bağl. Yolu;137;29.325738;40.925830;44859
06.04.2023;TEM Esenyurt;140;28.654985;41.061196;74275
06.04.2023;TEM Firuzköy;142;28.720065;41.054702;145841
06.04.2023;M.Bey Gişeler;144;28.786671;41.063435;166437
06.04.2023;TEM Tekstilkent İstanbul Yönü;146;28.857442;41.066960;155029
06.04.2023;TEM Hasdal 2;150;28.965636;41.099614;119212
06.04.2023;TEM Harp Akademileri;152;29.006446;41.100045;148786
06.04.2023;Beylikdüzü;156;28.638692;41.016302;115689
06.04.2023;Haramidere;157;28.669280;41.006358;148902
06.04.2023;D100 Sefaköy;162;28.807908;41.000700;106301
06.04.2023;Yenibosna;165;28.833543;40.992732;101384
06.04.2023;Bakırköy;168;28.869113;40.996824;131927
06.04.2023;Merter;169;28.887355;41.002503;113622
06.04.2023;Tozkoparan;172;28.90474;41.01233;124382
06.04.2023;Cevizlibağ;173;28.916426;41.019591;138148
06.04.2023;Havuzlu Kavşak;177;28.831499;40.963781;68608
06.04.2023;Ataköy;179;28.865933;40.976046;94211
06.04.2023;Kumkapı Sahil;188;28.977573;41.002195;23763
06.04.2023;Atatürk Köprüsü;192;28.967373;41.025075;89396
06.04.2023;TEM-D100 Hadımköy Bağlantı;199;28.622577;41.074494;45287
06.04.2023;D100-TEM Esenyurt Bağlantı;200;28.681475;41.023220;146247
06.04.2023;TEM-D100 Esenyurt Bağlantı;201;28.689368;41.039518;118791
06.04.2023;D100 Sahil Florya Bağlantı;202;28.799448;40.986205;34052
06.04.2023;Sahil-D100 Florya Bağlantı;203;28.804604;40.971132;48498
06.04.2023;Tepebaşı;211;28.975025;41.035470;46346
06.04.2023;Piyalepaşa;214;28.967316;41.043660;107568
06.04.2023;Piyalepaşa;216;28.968121;41.049582;76506
06.04.2023;Memorial Hast.;218;28.977706;41.065031;46100
06.04.2023;Vatan Cad.;220;28.930855;41.023201;113446
06.04.2023;Anıtmezar;222;28.922306;41.029830;68330
06.04.2023;Bayrampaşa Hali Önü;226;28.885556;41.050833;148436
06.04.2023;Yıldırım Mah. Girişi;227;28.881736;41.066964;129854
06.04.2023;Alibeyköy TEM Katılımı;237;28.958296;41.072211;21650
06.04.2023;Cendere Yolu Kültür Merkezi;239;28.971237;41.077874;40166
06.04.2023;Dolmabahçe Sahil;242;28.994606;41.036379;30256
06.04.2023;Mimar Sinan Üniversitesi Önü;243;28.988520;41.029917;28130
06.04.2023;Piyalepaşa;247;28.971494;41.056806;51536
06.04.2023;Terazidere Metro;250;28.898519;41.029425;81818
06.04.2023;Akom Önü;253;28.961073;41.090599;131748
06.04.2023;"Büyükdere 1.Levent ";258;29.015483;41.073533;94697
06.04.2023;Zincirlikuyu;259;29.013387;41.067293;64354
06.04.2023;Yıldız;260;29.008883;41.053496;42181
06.04.2023;Conrad Oteli;263;29.008125;41.047781;50488
06.04.2023;Maslak Atatürk Oto Sanayi;265;29.024749;41.115626;75931
06.04.2023;TEM Levent;268;29.021896;41.094442;143314
06.04.2023;Galata Köprüsü;270;" 28.97338";41.020734;10122
06.04.2023;Yeşilyurt;272;28.841087;40.969757;86078
06.04.2023;TEM Sultanbeyli;275;29.272807;40.966185;130546
06.04.2023;B. Ekspres Yolu;277;28.812804;41.008737;118964
06.04.2023;Göksu Evleri;279;29.088828;41.089108;41056
06.04.2023;Molla Gürani Viyadüğü;280;29.103874;41.072949;219295
06.04.2023;D100 Edirnekapı;288;28.932378;41.034829;98089
06.04.2023;D100 Türk Böbrek Vakfı Önü;290;28.877695;40.999537;120682
06.04.2023;Atışalanı;293;28.873104;41.049943;133366
06.04.2023;D100 Zincirlikuyu;301;29.011693;41.066856;98012
06.04.2023;15 Temmuz Şehitler Köprüsü Yıldız Katılımı;303;29.018432;41.057702;130037
06.04.2023;D100 Haliç Köprü Çıkışı;304;28.937181;41.038693;111624
06.04.2023;D100 Mecidiyeköy B. Köprü Katılımı;305;29.005424;41.066793;120214
06.04.2023;D100 Unalan;309;29.059493;41.003622;80402
06.04.2023;D100 Küçük Çamlıca;310;29.061857;41.009566;91461
06.04.2023;D100 Acıbadem Köprüsü;311;29.056191;41.015509;141873
06.04.2023;D100 Altunizade;312;29.048967;41.021436;41427
06.04.2023;15 Temmuz Şehitler Köprüsü Anadolu;314;29.043900;41.035517;160049
06.04.2023;TEM Küçükbakkalköy Kavacık Yönü;321;29.114865;40.994200;153140
06.04.2023;TEM Ataşehir;322;29.119816;41.000785;113564
06.04.2023;TEM Çakmak;323;29.121905;41.013578;216612
06.04.2023;TEM Ümraniye;324;29.121018;41.033553;142805
06.04.2023;TEM Çavuşbaşı;326;29.121506;41.040849;146327
06.04.2023;TEM Çavuşbaşı Tır Parkı;327;29.121475;41.047701;163834
06.04.2023;TEM Elmalı;328;29.118256;41.058032;185376
06.04.2023;TEM Kavacık;329;29.097796;41.078853;224827
06.04.2023;D100 Göztepe;330;29.074916;40.992050;142148
06.04.2023;"D100 Avrasya Tünel Çıkışı ";331;29.034723;41.003772;85532
06.04.2023;D100 Zümrüt Evler;334;29.142989;40.932237;178597
06.04.2023;D100 Gülsuyu;335;29.170057;40.919189;141035
06.04.2023;D100 Başıbüyük;336;29.129551;40.943761;137933
06.04.2023;D100 Çobançeşme;338;28.820708;40.993412;89694
06.04.2023;D100 Avcılar Hacı şerif;340;28.734461;40.978766;134132
06.04.2023;TEM Kurtköy;346;29.317984;40.943085;165717
06.04.2023;Sabiha Gökçen Bağlantı yolu;347;29.293064;40.873392;65009
06.04.2023;Dragos Sahil;349;29.141675;40.904403;45575
06.04.2023;TEM Mahmutbey Doğu Kavşağı Çıkışı;350;28.840620;41.062218;107305
06.04.2023;Nurtepe;353;28.956674;41.070206;93844
06.04.2023;TEM Halkalı;355;28.762591;41.062226;168307
06.04.2023;TEM Bahçeşehir;356;28.694422;41.058781;143800
06.04.2023;TEM Esenyurt Çıkışı;357;28.643599;41.078669;76969
06.04.2023;TEM Büyükçekmece;358;28.611798;41.100459;55907
06.04.2023;TEM Büyükçekmece-2;359;28.583972;41.105243;51464
06.04.2023;TEM Esenyurt;360;28.670908;41.053857;77597
06.04.2023;TEM Altınşehir;361;28.738213;41.061088;171987
06.04.2023;TEM Bayrampaşa;362;28.871941;41.077665;118424
06.04.2023;"Havaalanı İski Önü ";367;28.839197;40.976609;44332
06.04.2023;Havuzlu Kavşak;369;28.833719;40.967882;49471
06.04.2023;Samatya 1;372;28.939568;41.002437;87783
06.04.2023;"Avcılar Çıkış D100 Karayolu ";376;28.751027;40.979811;140462
06.04.2023;O-3 Bayrampaşa;377;28.899457;41.042346;186359
06.04.2023;O-3 Esenler;378;28.882698;41.046021;151138
06.04.2023;TEM Halkalı;380;28.777588;41.062440;165603
06.04.2023;TEM Olimpiyat Stadı;381;28.753570;41.061165;170000
06.04.2023;TEM Altınşehir;382;28.729440;41.056435;166964
06.04.2023;TEM Büyükçekmece 1;384;28.623791;41.096118;55455
06.04.2023;TEM Selimpaşa;394;28.392688;41.067645;52790
06.04.2023;TEM Tepekent;395;28.506775;41.070053;47329
06.04.2023;D100 Metroport;402;28.861256;40.994810;106407
06.04.2023;D100 Sefaköy;403;28.796893;40.997974;101744
06.04.2023;"Kuyumcukent Basın Ekspres yolu ";405;28.819257;40.998556;126180
06.04.2023;"İkitelli Basın Ekspres yolu ";407;28.810554;41.056482;159080
06.04.2023;"Güneşli 2 Basın Ekspres yolu ";408;28.811125;41.024099;164791
06.04.2023;TEM Milliyet Önü;409;28.844574;41.061240;115788
06.04.2023;TEM Milliyet 2 (Yaşar Ticaret Karşısı);410;28.851034;41.064636;157443
06.04.2023;TEM Tekstilkent;411;28.866209;41.071516;122204
06.04.2023;TEM Gaziosmanpaşa;412;28.885291;41.088978;152787
06.04.2023;TEM Gaziosmanpaşa Toki Konutları;413;28.905424;41.090657;178010
06.04.2023;TEM Gaziosmanpaşa Tırparkı;414;28.917308;41.093155;201614
06.04.2023;TEM FSM Gişe Sahası Öncesi;417;29.033579;41.091569;96445
06.04.2023;Samatya Sahilyolu Liman;418;28.927553;40.991907;101798
06.04.2023;Mustafa Kemal Mahallesi;422;29.092995;41.009104;85914
06.04.2023;Esatpaşa Mahallesi;423;29.083225;41.009081;78908
06.04.2023;"Dudullu Kavşağı ";427;29.154430;40.995045;94837
06.04.2023;TEM Kartal;430;29.198187;40.985274;155676
06.04.2023;TEM Kartal Kavşağı;431;29.207741;40.982243;131266
06.04.2023;TEM Samandıra 2;433;29.235885;40.975491;140121
06.04.2023;TEM Sultanbeyli 1;434;29.284354;40.959521;137355
06.04.2023;TEM Orhanlı;438;29.363427;40.905120;113676
06.04.2023;TEM Aydınlı;439;29.375069;40.886310;104867
06.04.2023;TEM Sultanbeyli 2;440;29.259225;40.971843;121354
06.04.2023;TEM Samandıra 3;441;29.246350;40.975685;129160
06.04.2023;Kemerburgaz Yolu 1;444;28.954204;41.104704;61269
06.04.2023;Kemerburgaz Yolu 2;445;28.946537;41.120835;105977
06.04.2023;D100 Tüyap;447;28.622162;41.024246;92515
06.04.2023;D100 Selimpaşa;456;28.383848;41.052097;34508
06.04.2023;Mimarsinan;458;28.554735;41.015986;85322
06.04.2023;Levent 1;464;29.013623;41.077812;73601
06.04.2023;Sanayi Mahallesi;467;29.006462;41.096615;60088
06.04.2023;Harp Akademisi;468;29.011750;41.104341;131766
06.04.2023;Yeşilvadi Konutları;475;29.126178;41.027522;153922
06.04.2023;Nevzat Demir Tesisleri (BJK);477;29.139753;41.034206;138836
06.04.2023;Altunizade;480;29.046122;41.027428;119483
06.04.2023;D100 Pendik Tersane 2;488;29.272318;40.867360;59339
06.04.2023;Tuzla Şifa Mahallesi;491;29.3547;40.8226;84515
06.04.2023;D100 Soğanlık;495;29.180311;40.916471;111048
06.04.2023;D100 Maltepe;497;29.134042;40.940013;158939
06.04.2023;D100 Kozyatağı;499;29.096558;40.978886;156594
06.04.2023;Onuncu Yıl Caddesi;503;28.921770;41.011618;33643
06.04.2023;Ataköy Sinan Erdem Spor Salonu;509;28.851969;40.988298;72095
06.04.2023;Otogar;515;28.884665;41.043609;67546
06.04.2023;Havaalanı (Çiroz Spor Tesisleri);517;28.813677;40.964018;51704
06.04.2023;Havaalanı Florya;518;28.802777;40.980153;45517
06.04.2023;Başakşehir Giriş;519;28.810309;41.066114;79195
06.04.2023;Esenyurt Gişeler;525;28.690154;41.046019;76542
06.04.2023;O-3 Milliyet Önü;527;28.843996;41.059604;83501
06.04.2023;Çağlayan SSK;529;28.970788;41.065462;141871
06.04.2023;TEM Ataşehir Şerifali;532;29.132121;40.996916;187392
06.04.2023;Mecidiyeköy;533;28.990867;41.067179;99835
06.04.2023;Çağlayan Kavşağı;534;28.976058;41.067733;94639
06.04.2023;Okmeydanı DMS;535;28.949946;41.051648;137624
06.04.2023;Riva Yolu 2;547;29.109020;41.107772;46534
06.04.2023;Kemerdere Kavşağı;551;29.180752;41.020089;123515
06.04.2023;Çekmeköy;552;29.154286;41.036889;101069
06.04.2023;Kozyatağı Metro;553;29.094085;40.982495;75425
06.04.2023;Kartal Fenerbahçe Tesisleri;557;29.216866;40.947152;72532
06.04.2023;D100 Kartal Kavşağı;558;29.211720;40.905516;107406
06.04.2023;TEM Hasdal Kavşağı;559;28.957379;41.099368;154257
