Tarih;Sensor Adi;Sensor No;X Koordinati;Y Koordinati;ARAC TOPLAM
01.01.2023;Atatürk Köprüsü;192;28.967373;41.025075;84179
01.01.2023;TEM-D100 Hadımköy Bağlantı;199;28.622577;41.074494;23816
01.01.2023;D100-TEM Esenyurt Bağlantı;200;28.681475;41.023220;97657
01.01.2023;TEM-D100 Esenyurt Bağlantı;201;28.689368;41.039518;82676
01.01.2023;D100 Sahil Florya Bağlantı;202;28.799448;40.986205;24001
01.01.2023;Sahil-D100 Florya Bağlantı;203;28.804604;40.971132;35069
01.01.2023;Tepebaşı;211;28.975025;41.035470;45841
01.01.2023;Piyalepaşa;214;28.967316;41.043660;89937
01.01.2023;Piyalepaşa;216;28.968121;41.049582;64825
01.01.2023;Memorial Hast.;218;28.977706;41.065031;38816
01.01.2023;Vatan Cad.;220;28.930855;41.023201;97124
01.01.2023;Yıldırım Mah. Girişi;227;28.881736;41.066964;87895
01.01.2023;Alibeyköy TEM Katılımı;237;28.958296;41.072211;10574
01.01.2023;Cendere Yolu Kültür Merkezi;239;28.971237;41.077874;25190
01.01.2023;Dolmabahçe Sahil;242;28.994606;41.036379;30419
01.01.2023;Mimar Sinan Üniversitesi Önü;243;28.988520;41.029917;29488
01.01.2023;Piyalepaşa;247;28.971494;41.056806;34648
01.01.2023;Akom Önü;253;28.961073;41.090599;88897
01.01.2023;"Sanayi Mah. Büyükdere Cd. ";254;29.005410;41.090627;60963
01.01.2023;4.Levent;256;29.010828;41.081359;36673
01.01.2023;"Büyükdere 1.Levent ";258;29.015483;41.073533;99155
01.01.2023;Zincirlikuyu;259;29.013387;41.067293;71376
01.01.2023;Conrad Oteli;263;29.008125;41.047781;52485
01.01.2023;Maslak Atatürk Oto Sanayi;265;29.024749;41.115626;68994
01.01.2023;TEM Levent;268;29.021896;41.094442;143998
01.01.2023;Galata Köprüsü;270;" 28.97338";41.020734;8221
01.01.2023;TEM Sultanbeyli;275;29.272807;40.966185;111772
01.01.2023;B. Ekspres Yolu;277;28.812804;41.008737;90792
01.01.2023;Göksu Evleri;279;29.088828;41.089108;33009
01.01.2023;Molla Gürani Viyadüğü;280;29.103874;41.072949;185679
01.01.2023;D100 Edirnekapı;288;28.932378;41.034829;93124
01.01.2023;Atışalanı;293;28.873104;41.049943;102283
01.01.2023;D100 Zincirlikuyu;301;29.011693;41.066856;102628
01.01.2023;15 Temmuz Şehitler Köprüsü Yıldız Katılımı;303;29.018432;41.057702;128993
01.01.2023;D100 Haliç Köprü Çıkışı;304;28.937181;41.038693;116747
01.01.2023;D100 Mecidiyeköy B. Köprü Katılımı;305;29.005424;41.066793;135600
01.01.2023;D100 Unalan;309;29.059493;41.003622;66133
01.01.2023;D100 Küçük Çamlıca;310;29.061857;41.009566;74970
01.01.2023;D100 Acıbadem Köprüsü;311;29.056191;41.015509;126520
01.01.2023;15 Temmuz Şehitler Köprüsü Anadolu;314;29.043900;41.035517;154727
01.01.2023;TEM Küçükbakkalköy Kozyatağı Yönü;320;29.111098;40.990651;137571
01.01.2023;TEM Küçükbakkalköy Kavacık Yönü;321;29.114865;40.994200;117736
01.01.2023;TEM Ataşehir;322;29.119816;41.000785;90590
01.01.2023;TEM Çakmak;323;29.121905;41.013578;176691
01.01.2023;TEM Ümraniye;324;29.121018;41.033553;129824
01.01.2023;TEM Çavuşbaşı;326;29.121506;41.040849;141542
01.01.2023;TEM Çavuşbaşı Tır Parkı;327;29.121475;41.047701;144834
01.01.2023;TEM Elmalı;328;29.118256;41.058032;165796
01.01.2023;D100 Göztepe;330;29.074916;40.992050;132797
01.01.2023;"D100 Avrasya Tünel Çıkışı ";331;29.034723;41.003772;65368
01.01.2023;D100 Zümrüt Evler;334;29.142989;40.932237;154096
01.01.2023;D100 Gülsuyu;335;29.170057;40.919189;133596
01.01.2023;D100 Başıbüyük;336;29.129551;40.943761;130512
01.01.2023;D100 Çobançeşme;338;28.820708;40.993412;96703
01.01.2023;D100 Cennet Mah.;339;28.780198;40.985526;103832
01.01.2023;D100 Avcılar Hacı şerif;340;28.734461;40.978766;118116
01.01.2023;TEM Kurtköy;346;29.317984;40.943085;133136
01.01.2023;Sabiha Gökçen Bağlantı yolu;347;29.293064;40.873392;47392
01.01.2023;Dragos Sahil;349;29.141675;40.904403;31045
01.01.2023;TEM Mahmutbey Doğu Kavşağı Çıkışı;350;28.840620;41.062218;104561
01.01.2023;TEM Halkalı;355;28.762591;41.062226;136429
01.01.2023;TEM Bahçeşehir;356;28.694422;41.058781;127006
01.01.2023;TEM Esenyurt Çıkışı;357;28.643599;41.078669;61434
01.01.2023;TEM Büyükçekmece;358;28.611798;41.100459;55926
01.01.2023;TEM Büyükçekmece-2;359;28.583972;41.105243;50270
01.01.2023;TEM Esenyurt;360;28.670908;41.053857;59287
01.01.2023;TEM Altınşehir;361;28.738213;41.061088;140821
01.01.2023;TEM Bayrampaşa;362;28.871941;41.077665;104997
01.01.2023;"Havaalanı İski Önü ";367;28.839197;40.976609;24626
01.01.2023;Havuzlu Kavşak;369;28.833719;40.967882;27518
01.01.2023;O-3 Bayrampaşa;377;28.899457;41.042346;146589
01.01.2023;O-3 Esenler;378;28.882698;41.046021;128627
01.01.2023;TEM Halkalı;380;28.777588;41.062440;136356
01.01.2023;TEM Altınşehir;382;28.729440;41.056435;141994
01.01.2023;TEM Esenyurt;383;28.650996;41.067240;59072
01.01.2023;TEM Selimpaşa;394;28.392688;41.067645;54706
01.01.2023;TEM Tepekent;395;28.506775;41.070053;47626
01.01.2023;D100 Vatan Metrobüs;400;28.926587;41.032180;96710
01.01.2023;D100 Metroport;402;28.861256;40.994810;107810
01.01.2023;D100 Sefaköy;403;28.796893;40.997974;95804
01.01.2023;Güneşli 1 Basın Ekspres yolu;406;28.810349;41.039453;130726
01.01.2023;TEM Milliyet Önü;409;28.844574;41.061240;108706
01.01.2023;TEM Milliyet 2 (Yaşar Ticaret Karşısı);410;28.851034;41.064636;129134
01.01.2023;TEM Gaziosmanpaşa Toki Konutları;413;28.905424;41.090657;152495
01.01.2023;TEM FSM Gişe Sahası Öncesi;417;29.033579;41.091569;87696
01.01.2023;Samatya Sahilyolu Liman;418;28.927553;40.991907;67507
01.01.2023;Mustafa Kemal Mahallesi;422;29.092995;41.009104;77969
01.01.2023;Esatpaşa Mahallesi;423;29.083225;41.009081;75549
01.01.2023;"Dudullu Kavşağı ";427;29.154430;40.995045;108744
01.01.2023;TEM Kartal;430;29.198187;40.985274;141955
01.01.2023;TEM Kartal Kavşağı;431;29.207741;40.982243;120489
01.01.2023;TEM Samandıra 1;432;29.217556;40.980266;124752
01.01.2023;TEM Samandıra 2;433;29.235885;40.975491;125136
01.01.2023;TEM Sultanbeyli 1;434;29.284354;40.959521;118861
01.01.2023;TEM Orhanlı;438;29.363427;40.905120;93929
01.01.2023;TEM Aydınlı;439;29.375069;40.886310;94844
01.01.2023;TEM Sultanbeyli 2;440;29.259225;40.971843;109895
01.01.2023;TEM Samandıra 3;441;29.246350;40.975685;112915
01.01.2023;TEM Kavacık Kavşağı;442;29.092175;41.088696;122727
01.01.2023;FSM Gişeler;443;29.040798;41.091107;70991
01.01.2023;Kemerburgaz Yolu 1;444;28.954204;41.104704;49830
01.01.2023;Kemerburgaz Yolu 2;445;28.946537;41.120835;85195
01.01.2023;D100 Tüyap;447;28.622162;41.024246;79900
01.01.2023;D100 Selimpaşa;456;28.383848;41.052097;34075
01.01.2023;Mimarsinan;458;28.554735;41.015986;70949
01.01.2023;Levent 1;464;29.013623;41.077812;95395
01.01.2023;Harp Akademisi;468;29.011750;41.104341;119930
01.01.2023;Yeşilvadi Konutları;475;29.126178;41.027522;137939
01.01.2023;Nevzat Demir Tesisleri (BJK);477;29.139753;41.034206;119617
01.01.2023;Altunizade;480;29.046122;41.027428;116843
01.01.2023;D100 Pendik Tersane 2;488;29.272318;40.867360;60881
01.01.2023;D100 Tuzla Piyade;490;29.327159;40.834560;68080
01.01.2023;Tuzla Şifa Mahallesi;491;29.3547;40.8226;80137
01.01.2023;Kartal Uğur Mumcu Bağlantı Yolu;494;29.206618;40.929190;61098
01.01.2023;D100 Soğanlık;495;29.180311;40.916471;112012
01.01.2023;D100 Maltepe;497;29.134042;40.940013;157839
01.01.2023;D100 Kozyatağı;499;29.096558;40.978886;139215
01.01.2023;Ataköy Sinan Erdem Spor Salonu;509;28.851969;40.988298;55750
01.01.2023;Otogar;515;28.884665;41.043609;48233
01.01.2023;Havaalanı Florya;518;28.802777;40.980153;35043
01.01.2023;Başakşehir Giriş;519;28.810309;41.066114;39704
01.01.2023;Esenyurt Gişeler;525;28.690154;41.046019;51889
01.01.2023;Haramidere Bağlantı Yolu;526;28.678336;41.012568;66437
01.01.2023;O-3 Milliyet Önü;527;28.843996;41.059604;84694
01.01.2023;Çağlayan SSK;529;28.970788;41.065462;138192
01.01.2023;TEM Ataşehir Şerifali;532;29.132121;40.996916;155344
01.01.2023;Mecidiyeköy;533;28.990867;41.067179;111217
01.01.2023;Çağlayan Kavşağı;534;28.976058;41.067733;109704
01.01.2023;Kemerburgaz Yolu 5;545;28.895310;41.158650;72559
01.01.2023;Riva Yolu 2;547;29.109020;41.107772;45548
01.01.2023;Kemerdere Kavşağı;551;29.180752;41.020089;99912
01.01.2023;Çekmeköy;552;29.154286;41.036889;86053
01.01.2023;Kozyatağı Metro;553;29.094085;40.982495;69872
01.01.2023;Kartal Fenerbahçe Tesisleri;557;29.216866;40.947152;48339
01.01.2023;D100 Kartal Kavşağı;558;29.211720;40.905516;95362
01.01.2023;TEM Hasdal Kavşağı;559;28.957379;41.099368;157933
01.01.2023;D100 Küçükçekmece Gölü 1;561;28.758393;40.982394;145741
01.01.2023;Başakşehir 4. Etap 2. Kısım;732;28.8136;41.0951;44031
01.01.2023;Fenertepe Kavşağı;735;28.805352;41.139152;26054
01.01.2023;Gümüşdere;755;28.9831;41.2262;23931
01.01.2023;Yavuz Sultan Selim Köprüsü Anadolu;764;29.123974;41.197849;20053
01.01.2023;Poyrazköy;765;29.140881;41.197570;21319
01.01.2023;Riva Tır Parkı;770;29.214179;41.187570;23212
01.01.2023;Değirmendere;771;29.235945;41.179689;23282
01.01.2023;Avcılar Pelikan;789;28.714688;40.989787;108106
01.01.2023;Göktürk Kavşağı;816;28.878916;41.176403;44018
01.01.2023;Göktürk Gölet;817;28.867974;41.195935;50561
01.01.2023;İstaç Katı Atık Tesisi;818;28.856191;41.203025;49117
01.01.2023;İhsaniye Kavşağı;819;28.817870;41.233395;47906
01.01.2023;Viyadük 1;820;28.773645;41.245286;9044
01.01.2023;İstanbul Havalimanı Çıkış;821;28.737081;41.246301;11771
01.01.2023;Halıcıoğlu D100 Katılımı;827;28.945551;41.046979;2848
01.01.2023;Haliç Sütlüce D-100 Katılım;828;28.947187;41.049057;14700
01.02.2023;TEM Karanfilköy;2;29.028617;41.092425;105489
01.02.2023;TEM Çakmak;4;29.122002;41.007104;200201
01.02.2023;TEM Küçükbakkalköy;5;29.106018;40.985743;156236
01.02.2023;Optimum AVM;6;29.084167;40.988017;138397
01.02.2023;D100 Göztepe;8;29.079106;40.990121;103575
01.02.2023;Çamlıca TEM-D100 Bağl. Yolu;10;29.072406;41.005797;86018
01.02.2023;D100 Florya;24;28.792770;40.989967;126970
01.02.2023;D100 Yıldız Katılımı;25;29.011504;41.054534;45061
01.02.2023;D100 Ambarlı;41;28.690915;40.999795;115276
01.02.2023;Atışalanı;45;28.8551;41.0551;153188
01.02.2023;Bayrampaşa;54;28.908399;41.040315;202515
01.02.2023;TEM D100 Okmeydanı Bağl. Yolu;56;28.957666;41.060659;96265
01.02.2023;TEM Gazi Mah.;58;28.8930;41.0907;184380
01.02.2023;D100 15 Temmuz Şehitler Köprüsü Avrupa Girişi;60;29.024857;41.054074;184043
01.02.2023;D100 Kozyatağı;66;29.101450;40.970334;140292
01.02.2023;D100 Uzunçayır;69;29.061379;40.997181;132346
01.02.2023;"D100 Gülsuyu ";70;29.152522;40.924870;75023
01.02.2023;Kavacık;72;29.083395;41.091913;215744
01.02.2023;TEM Çakmak Köprüsü;73;29.121079;41.023801;209193
01.02.2023;D100 Maltepe;75;29.140497;40.934839;154977
01.02.2023;D100 Pendik;77;29.237210;40.889364;134908
01.02.2023;D100-Altunizade;80;29.045220;41.031445;154282
01.02.2023;Ümraniye;82;29.120264;41.052005;156024
01.02.2023;TEM Çakmak Köprüsü;83;29.120768;41.017684;202664
01.02.2023;D100 Hurriyet Tepesi;85;28.986117;41.066795;72523
01.02.2023;B. Expres İs Bankası Karsısı;87;28.811005;41.032058;164329
01.02.2023;FSM Avrupa Girişi;90;29.047444;41.090744;220128
01.02.2023;FSM Anadolu Girişi;92;29.078949;41.092382;217891
01.02.2023;Kavacık Hisar Evleri;93;29.094684;41.082827;210709
01.02.2023;Ümraniye Kavşağı;95;29.121094;41.028942;156512
01.02.2023;TEM Ataşehir;97;29.136767;40.997117;180499
01.02.2023;Çamlıca Gişeler;98;29.166806;40.993660;164339
01.02.2023;Çamlıca Gişeler;99;29.180890;40.990655;165176
01.02.2023;TEM Kartal;100;29.189107;40.989811;123416
01.02.2023;D100 Acıbadem;104;29.044757;41.001772;116497
01.02.2023;D100 Küçükyalı;107;29.118563;40.952052;147667
01.02.2023;D100 Kartal Oto Sanayi;110;29.194666;40.911278;83438
01.02.2023;D100 Güzelyalı;113;29.278414;40.861352;122923
01.02.2023;Kadıköy Hasanpaşa;115;29.050968;40.995493;78787
01.02.2023;Şükrü Saraçoğlu Stadı;116;29.038589;40.989457;44163
01.02.2023;Küçükyalı Sahil Yolu;119;29.101353;40.947741;33327
01.02.2023;Kartal Sahil Yolu;121;29.167966;40.894727;44287
01.02.2023;Üsküdar Sahil Yolu;124;29.034033;41.039438;13920
01.02.2023;Altunizade Ümraniye Katılımı;127;" 29.04951";41.023083;32508
01.02.2023;Libadiye;128;29.069997;41.019906;79598
01.02.2023;Ümraniye Küçüksu;130;29.111478;41.029571;146829
01.02.2023;Şile Yolu;131;29.131909;41.029330;89728
01.02.2023;Kartal Gişeler Çıkışı;133;29.211463;40.976082;72072
01.02.2023;Yakacık Bağl. Yolu;135;29.212724;40.918948;78721
01.02.2023;Soğanlık Bağl. Yolu;136;29.213230;40.908326;87595
01.02.2023;Pendik Bağl. Yolu;137;29.325738;40.925830;37863
01.02.2023;TEM Firuzköy;142;28.720065;41.054702;138699
01.02.2023;M.Bey Gişeler;144;28.786671;41.063435;132309
01.02.2023;TEM Tekstilkent İstanbul Yönü;146;28.857442;41.066960;150576
01.02.2023;TEM Hasdal 1;149;28.971070;41.100005;131271
01.02.2023;TEM Hasdal 2;150;28.965636;41.099614;125739
01.02.2023;TEM Harp Akademileri;152;29.006446;41.100045;157127
01.02.2023;D100 Sefaköy;162;28.807908;41.000700;114023
01.02.2023;Yenibosna;165;28.833543;40.992732;103839
01.02.2023;Bakırköy;168;28.869113;40.996824;133044
01.02.2023;Merter;169;28.887355;41.002503;110911
01.02.2023;Tozkoparan;172;28.90474;41.01233;117517
01.02.2023;Cevizlibağ;173;28.916426;41.019591;97280
01.02.2023;Havuzlu Kavşak;177;28.831499;40.963781;70538
01.02.2023;Ataköy;179;28.865933;40.976046;95643
01.02.2023;Samatya Sahil;185;28.932372;40.998139;92936
01.02.2023;Kumkapı Sahil;188;28.977573;41.002195;24283
01.02.2023;Atatürk Köprüsü;192;28.967373;41.025075;90557
01.02.2023;TEM-D100 Hadımköy Bağlantı;199;28.622577;41.074494;38192
01.02.2023;D100-TEM Esenyurt Bağlantı;200;28.681475;41.023220;143580
01.02.2023;TEM-D100 Esenyurt Bağlantı;201;28.689368;41.039518;113292
01.02.2023;D100 Sahil Florya Bağlantı;202;28.799448;40.986205;33252
01.02.2023;Sahil-D100 Florya Bağlantı;203;28.804604;40.971132;49016
01.02.2023;Tepebaşı;211;28.975025;41.035470;46216
01.02.2023;Piyalepaşa;214;28.967316;41.043660;107649
01.02.2023;Piyalepaşa;216;28.968121;41.049582;70689
01.02.2023;Memorial Hast.;218;28.977706;41.065031;43767
01.02.2023;Vatan Cad.;220;28.930855;41.023201;114553
01.02.2023;Anıtmezar;222;28.922306;41.029830;69089
01.02.2023;Bayrampaşa Hali Önü;226;28.885556;41.050833;134759
01.02.2023;Yıldırım Mah. Girişi;227;28.881736;41.066964;123770
01.02.2023;Alibeyköy TEM Katılımı;237;28.958296;41.072211;18710
01.02.2023;Cendere Yolu Kültür Merkezi;239;28.971237;41.077874;39105
01.02.2023;Dolmabahçe Sahil;242;28.994606;41.036379;28933
01.02.2023;Mimar Sinan Üniversitesi Önü;243;28.988520;41.029917;26728
01.02.2023;Piyalepaşa;247;28.971494;41.056806;49877
01.02.2023;Terazidere Metro;250;28.898519;41.029425;81812
01.02.2023;"Sanayi Mah. Büyükdere Cd. ";254;29.005410;41.090627;68990
01.02.2023;4.Levent;256;29.010828;41.081359;26158
01.02.2023;"Büyükdere 1.Levent ";258;29.015483;41.073533;93831
01.02.2023;Zincirlikuyu;259;29.013387;41.067293;71078
01.02.2023;Yıldız;260;29.008883;41.053496;40590
01.02.2023;Conrad Oteli;263;29.008125;41.047781;50910
01.02.2023;TEM Levent;268;29.021896;41.094442;153463
01.02.2023;Galata Köprüsü;270;" 28.97338";41.020734;8446
01.02.2023;Yeşilyurt;272;28.841087;40.969757;85942
01.02.2023;TEM Sultanbeyli;275;29.272807;40.966185;132892
01.02.2023;B. Ekspres Yolu;277;28.812804;41.008737;117631
01.02.2023;Göksu Evleri;279;29.088828;41.089108;40937
01.02.2023;D100 Edirnekapı;288;28.932378;41.034829;89093
01.02.2023;Atışalanı;293;28.873104;41.049943;128052
01.02.2023;D100 Zincirlikuyu;301;29.011693;41.066856;93368
01.02.2023;15 Temmuz Şehitler Köprüsü Yıldız Katılımı;303;29.018432;41.057702;123405
01.02.2023;D100 Haliç Köprü Çıkışı;304;28.937181;41.038693;110538
01.02.2023;D100 Mecidiyeköy B. Köprü Katılımı;305;29.005424;41.066793;101209
01.02.2023;D100 Unalan;309;29.059493;41.003622;77172
01.02.2023;D100 Acıbadem Köprüsü;311;29.056191;41.015509;128015
01.02.2023;TEM Küçükbakkalköy Kavacık Yönü;321;29.114865;40.994200;144692
01.02.2023;TEM Ataşehir;322;29.119816;41.000785;122624
01.02.2023;TEM Çakmak;323;29.121905;41.013578;208645
01.02.2023;TEM Ümraniye;324;29.121018;41.033553;142454
01.02.2023;TEM Çavuşbaşı;326;29.121506;41.040849;138022
01.02.2023;TEM Çavuşbaşı Tır Parkı;327;29.121475;41.047701;152102
01.02.2023;TEM Elmalı;328;29.118256;41.058032;167451
01.02.2023;TEM Kavacık;329;29.097796;41.078853;220968
01.02.2023;D100 Göztepe;330;29.074916;40.992050;140409
01.02.2023;"D100 Avrasya Tünel Çıkışı ";331;29.034723;41.003772;83340
01.02.2023;D100 Zümrüt Evler;334;29.142989;40.932237;171347
01.02.2023;D100 Başıbüyük;336;29.129551;40.943761;130299
01.02.2023;D100 Çobançeşme;338;28.820708;40.993412;88739
01.02.2023;D100 Cennet Mah.;339;28.780198;40.985526;113901
01.02.2023;D100 Avcılar Hacı şerif;340;28.734461;40.978766;120443
01.02.2023;TEM Kurtköy;346;29.317984;40.943085;168906
01.02.2023;Sabiha Gökçen Bağlantı yolu;347;29.293064;40.873392;64334
01.02.2023;Dragos Sahil;349;29.141675;40.904403;42910
01.02.2023;Nurtepe;353;28.956674;41.070206;92457
01.02.2023;TEM Bahçeşehir;356;28.694422;41.058781;139758
01.02.2023;TEM Esenyurt Çıkışı;357;28.643599;41.078669;77966
01.02.2023;TEM Büyükçekmece;358;28.611798;41.100459;55605
01.02.2023;TEM Büyükçekmece-2;359;28.583972;41.105243;52853
01.02.2023;TEM Esenyurt;360;28.670908;41.053857;77160
01.02.2023;TEM Altınşehir;361;28.738213;41.061088;167967
01.02.2023;TEM Bayrampaşa;362;28.871941;41.077665;117216
01.02.2023;"Havaalanı İski Önü ";367;28.839197;40.976609;43583
01.02.2023;Havuzlu Kavşak;369;28.833719;40.967882;48074
01.02.2023;Samatya 1;372;28.939568;41.002437;85174
01.02.2023;O-3 Bayrampaşa;377;28.899457;41.042346;182222
01.02.2023;TEM Halkalı;380;28.777588;41.062440;161274
01.02.2023;TEM Esenyurt;383;28.650996;41.067240;74444
01.02.2023;TEM Büyükçekmece 1;384;28.623791;41.096118;57725
01.02.2023;TEM Selimpaşa;394;28.392688;41.067645;53958
01.02.2023;TEM Tepekent;395;28.506775;41.070053;48322
01.02.2023;D100 Vatan Metrobüs;400;28.926587;41.032180;81783
01.02.2023;D100 Metroport;402;28.861256;40.994810;113471
01.02.2023;D100 Sefaköy;403;28.796893;40.997974;93958
01.02.2023;"İkitelli Basın Ekspres yolu ";407;28.810554;41.056482;153689
01.02.2023;TEM Milliyet Önü;409;28.844574;41.061240;111357
01.02.2023;TEM Milliyet 2 (Yaşar Ticaret Karşısı);410;28.851034;41.064636;152533
01.02.2023;TEM Gaziosmanpaşa;412;28.885291;41.088978;137934
01.02.2023;TEM Gaziosmanpaşa Toki Konutları;413;28.905424;41.090657;170860
01.02.2023;TEM Gaziosmanpaşa Tırparkı;414;28.917308;41.093155;188437
01.02.2023;TEM FSM Gişe Sahası Öncesi;417;29.033579;41.091569;100803
01.02.2023;Samatya Sahilyolu Liman;418;28.927553;40.991907;104215
01.02.2023;Mustafa Kemal Mahallesi;422;29.092995;41.009104;85371
01.02.2023;Esatpaşa Mahallesi;423;29.083225;41.009081;78149
01.02.2023;"Dudullu Kavşağı ";427;29.154430;40.995045;97455
01.02.2023;TEM Kartal;430;29.198187;40.985274;161145
01.02.2023;TEM Kartal Kavşağı;431;29.207741;40.982243;133428
01.02.2023;TEM Samandıra 1;432;29.217556;40.980266;142208
01.02.2023;TEM Samandıra 2;433;29.235885;40.975491;141702
01.02.2023;TEM Sultanbeyli 1;434;29.284354;40.959521;139834
01.02.2023;TEM Orhanlı;438;29.363427;40.905120;120344
01.02.2023;TEM Aydınlı;439;29.375069;40.886310;120558
01.02.2023;TEM Samandıra 3;441;29.246350;40.975685;126976
01.02.2023;Kemerburgaz Yolu 1;444;28.954204;41.104704;59156
01.02.2023;Kemerburgaz Yolu 2;445;28.946537;41.120835;99885
01.02.2023;D100 Tüyap;447;28.622162;41.024246;89103
01.02.2023;D100 Selimpaşa;456;28.383848;41.052097;33308
01.02.2023;Mimarsinan;458;28.554735;41.015986;79408
01.02.2023;Levent 1;464;29.013623;41.077812;82816
01.02.2023;Harp Akademisi;468;29.011750;41.104341;126952
01.02.2023;Yeşilvadi Konutları;475;29.126178;41.027522;146041
01.02.2023;Nevzat Demir Tesisleri (BJK);477;29.139753;41.034206;131492
01.02.2023;Altunizade;480;29.046122;41.027428;113664
01.02.2023;D100 Pendik Tersane 2;488;29.272318;40.867360;61210
